Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
1403,CA-2023-000710,12/30/2023,1/1/2024,First Class,CG-10237,Darrin Van Huff,Home Office,United States,Shreveport,Louisiana,52031,South,TEC-COP-77311,Technology,Copiers,Canon imageCLASS D320 Copier,6686.68,2,0.05,1212.06
1404,CA-2023-000710,12/30/2023,1/1/2024,First Class,CG-10237,Darrin Van Huff,Home Office,United States,Shreveport,Louisiana,25753,South,TEC-MAC-40683,Technology,Machines,Brother Fax Machine 775,2363.88,3,0.2,-201.4
1405,CA-2023-000710,12/30/2023,1/1/2024,First Class,CG-10237,Darrin Van Huff,Home Office,United States,Shreveport,Louisiana,11654,South,TEC-ACC-67177,Technology,Accessories,Kensington Spin Drive Portable USB Drive,287.77,4,0.05,56.67
1406,CA-2023-000711,12/27/2023,12/30/2023,Second Class,CG-48315,Julia West,Home Office,United States,Cincinnati,Ohio,69859,Central,TEC-PHO-71796,Technology,Phones,Apple iPhone SE (2nd Generation),1963.37,6,0,275.06
1407,CA-2023-000711,12/27/2023,12/30/2023,Second Class,CG-48315,Julia West,Home Office,United States,Cincinnati,Ohio,41333,Central,TEC-ACC-69939,Technology,Accessories,Verbatim 25 GB 6x Blu-Ray Single Discs,302.74,4,0.05,57.51
1408,CA-2023-000711,12/27/2023,12/30/2023,Second Class,CG-48315,Julia West,Home Office,United States,Cincinnati,Ohio,93658,Central,TEC-PHO-14223,Technology,Phones,Samsung Galaxy Tab 4 (10.1"),795.38,3,0.1,90.82
1409,CA-2023-000712,2/2/2023,2/8/2023,Standard Class,CG-52019,Harold Pawlan,Home Office,United States,Atlanta,Georgia,73013,South,TEC-MAC-43605,Technology,Machines,Brother Fax Machine 775,1057.77,1,0.1,34.21
1410,CA-2023-000713,12/4/2023,12/10/2023,Standard Class,CG-60460,Harold Pawlan,Home Office,United States,Phoenix,Arizona,17864,West,TEC-MAC-16031,Technology,Machines,Xerox WorkCentre 6505DN,2900.74,3,0,-35.77
1411,CA-2023-000713,12/4/2023,12/10/2023,Standard Class,CG-60460,Harold Pawlan,Home Office,United States,Phoenix,Arizona,67061,West,FUR-BOO-51533,Furniture,Bookcases,O'Sullivan 5-Shelf Bookcase in Fawn Finish,1094.68,6,0.4,-569.25
1412,CA-2023-000713,12/4/2023,12/10/2023,Standard Class,CG-60460,Harold Pawlan,Home Office,United States,Phoenix,Arizona,46358,West,TEC-MAC-16821,Technology,Machines,Hewlett-Packard LaserJet 3310 Copier,1422.96,1,0.05,12.71
1413,CA-2023-000714,10/18/2023,10/20/2023,First Class,CG-77094,Sylvia Foulston,Consumer,United States,Kansas City,Missouri,77194,Central,TEC-COP-82125,Technology,Copiers,Hewlett Packard LaserJet 1010,7113.77,2,0.15,1125.62
1414,CA-2023-000714,10/18/2023,10/20/2023,First Class,CG-77094,Sylvia Foulston,Consumer,United States,Kansas City,Missouri,70510,Central,FUR-CHA-37452,Furniture,Chairs,Safco PlanMaster High-Back Chair,321.03,1,0,29.66
1415,CA-2023-000714,10/18/2023,10/20/2023,First Class,CG-77094,Sylvia Foulston,Consumer,United States,Kansas City,Missouri,72637,Central,TEC-COP-17483,Technology,Copiers,Sharp Wireless All-In-One Inkjet Printer,7812.7,3,0.1,1684.57
1416,CA-2023-000715,5/21/2023,5/26/2023,Standard Class,CG-73019,Art Miller,Home Office,United States,Sacramento,California,52787,West,OFF-ART-57433,Office Supplies,Art,Dixon Oriole Highlighters,202.08,7,0.05,22.36
1417,CA-2023-000715,5/21/2023,5/26/2023,Standard Class,CG-73019,Art Miller,Home Office,United States,Sacramento,California,65455,West,FUR-FUR-83442,Furniture,Furnishings,Eldon Expressions Desk Accessories Collection,385.7,5,0.1,36.1
1418,CA-2023-000716,8/11/2023,8/13/2023,First Class,CG-51675,Alejandro Grove,Consumer,United States,Tucson,Arizona,14385,West,OFF-APP-92949,Office Supplies,Appliances,Holmes Replacement Filter for Air Purifier,692.78,3,0.1,38.39
1419,CA-2023-000716,8/11/2023,8/13/2023,First Class,CG-51675,Alejandro Grove,Consumer,United States,Tucson,Arizona,63310,West,TEC-ACC-99489,Technology,Accessories,Verbatim 25 GB 6x Blu-Ray Single Discs,566.11,5,0.1,87.52
1420,CA-2023-000717,4/9/2023,4/13/2023,Second Class,CG-38268,Eric Hoffmann,Home Office,United States,Henderson,Nevada,76740,West,OFF-ART-42328,Office Supplies,Art,Boston 1645 Pencil Sharpener,203.42,6,0.1,25.15
1421,CA-2023-000717,4/9/2023,4/13/2023,Second Class,CG-38268,Eric Hoffmann,Home Office,United States,Henderson,Nevada,87211,West,FUR-FUR-38507,Furniture,Furnishings,Eldon Expressions Desk Accessories Collection,227.73,3,0.05,27.14
1422,CA-2023-000717,4/9/2023,4/13/2023,Second Class,CG-38268,Eric Hoffmann,Home Office,United States,Henderson,Nevada,25188,West,OFF-BIN-65768,Office Supplies,Binders,Cardinal EasyOpen D-Ring Binder,238.89,4,0.1,-13.51
1423,CA-2023-000718,4/7/2023,4/13/2023,Standard Class,CG-27045,Susan Vittorino,Corporate,United States,Sacramento,California,42428,West,OFF-PAP-86876,Office Supplies,Paper,Xerox 1967,192.99,6,0.1,25.71
1424,CA-2023-000718,4/7/2023,4/13/2023,Standard Class,CG-27045,Susan Vittorino,Corporate,United States,Sacramento,California,46084,West,FUR-FUR-63527,Furniture,Furnishings,Deflect-o Superior Image Shower Guard Locking Tabletop Display,228.81,4,0.05,25.3
1425,CA-2023-000718,4/7/2023,4/13/2023,Standard Class,CG-27045,Susan Vittorino,Corporate,United States,Sacramento,California,63886,West,TEC-COP-74251,Technology,Copiers,Xerox WorkCentre 3220 Multifunction Laser Printer,18895.92,6,0,5816.66
1426,CA-2023-000719,7/19/2023,7/22/2023,Second Class,CG-41689,Darrin Van Huff,Corporate,United States,Buffalo,New York,40606,East,TEC-MAC-98408,Technology,Machines,Hewlett-Packard LaserJet 3310 Copier,5868.79,7,0.05,-109.24
1427,CA-2023-000719,7/19/2023,7/22/2023,Second Class,CG-41689,Darrin Van Huff,Corporate,United States,Buffalo,New York,45733,East,OFF-STO-91874,Office Supplies,Storage,Tennsco Steel Storage Cabinet,508.18,6,0.2,-0.42
1428,CA-2023-000720,1/18/2023,1/21/2023,Second Class,CG-19114,Art Miller,Consumer,United States,Denver,Colorado,66544,West,TEC-ACC-52828,Technology,Accessories,Verbatim 25 GB 6x Blu-Ray Single Discs,471.06,4,0.1,68.27
1429,CA-2023-000720,1/18/2023,1/21/2023,Second Class,CG-19114,Art Miller,Consumer,United States,Denver,Colorado,79805,West,TEC-COP-54461,Technology,Copiers,Hewlett Packard LaserJet 1010,4922.93,2,0.15,750
1430,CA-2023-000720,1/18/2023,1/21/2023,Second Class,CG-19114,Art Miller,Consumer,United States,Denver,Colorado,70858,West,TEC-COP-48047,Technology,Copiers,Sharp Wireless All-In-One Inkjet Printer,13829.44,4,0.1,2064.09
1431,CA-2023-000721,3/14/2023,3/14/2023,Same Day,CG-95034,Bill Donatelli,Consumer,United States,Henderson,Nevada,30461,West,TEC-COP-23774,Technology,Copiers,Xerox WorkCentre 3220 Multifunction Laser Printer,14891.56,7,0.1,3170.07
1432,CA-2023-000721,3/14/2023,3/14/2023,Same Day,CG-95034,Bill Donatelli,Consumer,United States,Henderson,Nevada,12730,West,FUR-CHA-81136,Furniture,Chairs,Hon Deluxe Fabric Upholstered Stacking Chairs,1961.98,5,0.1,68.59
1433,CA-2023-000722,8/27/2023,8/30/2023,First Class,CG-51318,Fred Hopkins,Consumer,United States,Henderson,Nevada,53377,West,FUR-FUR-84403,Furniture,Furnishings,Tensor "Midnight Black" Torchiere Floor Lamp,127.01,2,0.1,10.34
1434,CA-2023-000723,2/10/2023,2/16/2023,Standard Class,CG-42786,Randall Shilling,Home Office,United States,Portland,Oregon,49537,West,TEC-COP-55880,Technology,Copiers,Canon imageCLASS D320 Copier,3730.78,1,0.1,704.94
1435,CA-2023-000723,2/10/2023,2/16/2023,Standard Class,CG-42786,Randall Shilling,Home Office,United States,Portland,Oregon,34174,West,TEC-PHO-12603,Technology,Phones,GE 30524EE4 Dect 6.0 Cordless Phone,861.01,2,0.15,68.74
1436,CA-2023-000723,2/10/2023,2/16/2023,Standard Class,CG-42786,Randall Shilling,Home Office,United States,Portland,Oregon,11538,West,FUR-BOO-66544,Furniture,Bookcases,Sauder Cornerstone Collection Bookcase,416.31,1,0.2,-86.28
1437,CA-2023-000724,7/30/2023,7/30/2023,Same Day,CG-43123,Susan Vittorino,Corporate,United States,Colorado Springs,Colorado,77516,West,FUR-FUR-78732,Furniture,Furnishings,Seth Thomas 6" Globe Clock,311.7,4,0.2,-0.54
1438,CA-2023-000724,7/30/2023,7/30/2023,Same Day,CG-43123,Susan Vittorino,Corporate,United States,Colorado Springs,Colorado,63828,West,FUR-CHA-90664,Furniture,Chairs,Global Leather Executive Chair,3567.68,7,0.05,-19.34
1439,CA-2023-000725,3/12/2023,3/17/2023,Standard Class,CG-67030,Jim Mitchum,Home Office,United States,Paterson,New Jersey,10482,East,TEC-ACC-79873,Technology,Accessories,Verbatim 25 GB 6x Blu-Ray Single Discs,164.3,2,0.2,15.89
1440,CA-2023-000725,3/12/2023,3/17/2023,Standard Class,CG-67030,Jim Mitchum,Home Office,United States,Paterson,New Jersey,80217,East,TEC-COP-24141,Technology,Copiers,Canon imageCLASS D320 Copier,12791.22,4,0.05,2682.05
1441,CA-2023-000725,3/12/2023,3/17/2023,Standard Class,CG-67030,Jim Mitchum,Home Office,United States,Paterson,New Jersey,97275,East,OFF-STO-71143,Office Supplies,Storage,3M Hangers with Command Adhesive,90.38,1,0.2,-4.84
1442,CA-2023-000726,9/29/2023,10/2/2023,First Class,CG-77758,Brosina Hoffman,Consumer,United States,Houston,Texas,34047,Central,TEC-COP-50756,Technology,Copiers,Canon imageCLASS D320 Copier,2654.05,1,0.1,616.56
1443,CA-2023-000726,9/29/2023,10/2/2023,First Class,CG-77758,Brosina Hoffman,Consumer,United States,Houston,Texas,70941,Central,FUR-CHA-50973,Furniture,Chairs,Hon Deluxe Fabric Upholstered Stacking Chairs,866.08,2,0.1,-14.5
1444,CA-2023-000727,11/4/2023,11/8/2023,Second Class,CG-68985,Andrew Allen,Home Office,United States,Las Vegas,Nevada,34992,West,FUR-BOO-51759,Furniture,Bookcases,Bush Westfield Collection Bookcases,1559.3,7,0.3,-417.04
1445,CA-2023-000727,11/4/2023,11/8/2023,Second Class,CG-68985,Andrew Allen,Home Office,United States,Las Vegas,Nevada,82746,West,FUR-FUR-99795,Furniture,Furnishings,Deflect-o Superior Image Shower Guard Locking Tabletop Display,296.07,5,0.05,25.41
1446,CA-2023-000728,7/12/2023,7/18/2023,Standard Class,CG-29364,Eric Hoffmann,Corporate,United States,Allentown,Pennsylvania,50145,East,OFF-APP-58968,Office Supplies,Appliances,KitchenAid 5-Speed Ultra Power Blender,298.41,3,0.05,15.82
1447,CA-2023-000728,7/12/2023,7/18/2023,Standard Class,CG-29364,Eric Hoffmann,Corporate,United States,Allentown,Pennsylvania,84665,East,FUR-BOO-66306,Furniture,Bookcases,O'Sullivan 5-Shelf Bookcase in Fawn Finish,840.48,2,0.4,-395.83
1448,CA-2023-000728,7/12/2023,7/18/2023,Standard Class,CG-29364,Eric Hoffmann,Corporate,United States,Allentown,Pennsylvania,91302,East,TEC-ACC-18101,Technology,Accessories,Verbatim 25 GB 6x Blu-Ray Single Discs,641.65,7,0.15,79.04
1449,CA-2023-000729,6/23/2023,6/28/2023,Standard Class,CG-75754,Tom Ashbrook,Consumer,United States,San Francisco,California,61619,West,TEC-COP-44841,Technology,Copiers,Xerox WorkCentre 3220 Multifunction Laser Printer,7198.4,4,0.15,1046.33
1450,CA-2023-000730,9/8/2023,9/8/2023,Same Day,CG-35926,Julia West,Home Office,United States,Aurora,Colorado,78427,West,OFF-ART-89961,Office Supplies,Art,Newell 331,126.76,4,0.05,14.34
1451,CA-2023-000730,9/8/2023,9/8/2023,Same Day,CG-35926,Julia West,Home Office,United States,Aurora,Colorado,98639,West,TEC-ACC-44934,Technology,Accessories,Targus Ultralife Rolling Laptop Case,346.58,3,0.2,24.69
1452,CA-2023-000730,9/8/2023,9/8/2023,Same Day,CG-35926,Julia West,Home Office,United States,Aurora,Colorado,54232,West,FUR-CHA-10463,Furniture,Chairs,Harbour Creations 67200 Series Stacking Chair,456.33,1,0.2,-62.54
1453,CA-2023-000731,4/6/2023,4/9/2023,Second Class,CG-56528,Eric Hoffmann,Consumer,United States,Dallas,Texas,66555,Central,OFF-PAP-73426,Office Supplies,Paper,Xerox 1967,40.69,1,0.15,5.86
1454,CA-2023-000731,4/6/2023,4/9/2023,Second Class,CG-56528,Eric Hoffmann,Consumer,United States,Dallas,Texas,45992,Central,OFF-ENV-71185,Office Supplies,Envelopes,Staple envelope,141.8,5,0.1,18.69
1455,CA-2023-000732,11/29/2023,12/2/2023,Second Class,CG-47033,Sean O'Donnell,Consumer,United States,Las Vegas,Nevada,12658,West,TEC-COP-72408,Technology,Copiers,Canon imageCLASS D320 Copier,7319.43,2,0.05,1980.59
1456,CA-2023-000733,12/29/2023,1/3/2024,Standard Class,CG-53852,Sean O'Donnell,Consumer,United States,Salem,Oregon,75841,West,FUR-CHA-67099,Furniture,Chairs,Office Star Executive High Back Chair,1585.89,4,0.1,58.44
1457,CA-2023-000734,12/11/2023,12/14/2023,Second Class,CG-68508,Gary Hwang,Home Office,United States,Buffalo,New York,25242,East,FUR-BOO-46701,Furniture,Bookcases,Sauder Cornerstone Collection Bookcase,958.19,4,0.3,-211.67
1458,CA-2023-000735,7/25/2023,7/29/2023,Second Class,CG-94331,Alejandro Grove,Home Office,United States,Boston,Massachusetts,90430,East,FUR-CHA-67019,Furniture,Chairs,Hon Deluxe Fabric Upholstered Stacking Chairs,2547.22,5,0.1,26.96
1459,CA-2023-000735,7/25/2023,7/29/2023,Second Class,CG-94331,Alejandro Grove,Home Office,United States,Boston,Massachusetts,99787,East,OFF-APP-54001,Office Supplies,Appliances,Cuisinart SM-50BC 5.5 Quart Stand Mixer,375.67,3,0.15,16
1460,CA-2023-000736,7/19/2023,7/19/2023,Same Day,CG-59578,Tom Ashbrook,Home Office,United States,Charlotte,North Carolina,73553,South,FUR-FUR-90009,Furniture,Furnishings,Tensor "Midnight Black" Torchiere Floor Lamp,99.39,1,0,14.37
1461,CA-2023-000736,7/19/2023,7/19/2023,Same Day,CG-59578,Tom Ashbrook,Home Office,United States,Charlotte,North Carolina,91791,South,FUR-TAB-45133,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,3299.08,7,0.25,-1150.19
1462,CA-2023-000737,9/14/2023,9/15/2023,Same Day,CG-73624,Maria Bertelson,Corporate,United States,Newark,New Jersey,26541,East,FUR-BOO-89720,Furniture,Bookcases,O'Sullivan 5-Shelf Bookcase in Fawn Finish,2407.74,7,0.25,-437.9
1463,CA-2023-000737,9/14/2023,9/15/2023,Same Day,CG-73624,Maria Bertelson,Corporate,United States,Newark,New Jersey,57086,East,FUR-CHA-59747,Furniture,Chairs,Hon Deluxe Fabric Upholstered Stacking Chairs,934.35,3,0.1,-1.56
1464,CA-2023-000737,9/14/2023,9/15/2023,Same Day,CG-73624,Maria Bertelson,Corporate,United States,Newark,New Jersey,48367,East,TEC-PHO-51718,Technology,Phones,Cisco SPA 501G IP Phone,398.66,1,0.05,35.09
1465,CA-2023-000738,5/25/2023,5/29/2023,Second Class,CG-40521,Julia West,Corporate,United States,Detroit,Michigan,89227,Central,TEC-ACC-95038,Technology,Accessories,Verbatim 25 GB 6x Blu-Ray Single Discs,437.18,4,0.05,86.9
1466,CA-2023-000738,5/25/2023,5/29/2023,Second Class,CG-40521,Julia West,Corporate,United States,Detroit,Michigan,98941,Central,TEC-COP-89304,Technology,Copiers,Canon imageCLASS D320 Copier,7524.5,2,0.05,1651.69
1467,CA-2023-000739,12/9/2023,12/11/2023,First Class,CG-91641,Bill Donatelli,Corporate,United States,Springfield,Missouri,34083,Central,TEC-PHO-57076,Technology,Phones,Samsung Galaxy Tab 4 (10.1"),541.04,1,0.05,80.9
1468,CA-2023-000740,9/16/2023,9/17/2023,Same Day,CG-40163,Fred Hopkins,Home Office,United States,Cleveland,Ohio,16217,Central,OFF-BIN-80779,Office Supplies,Binders,Acco Pressboard Covers with Storage Hooks,44.98,1,0.15,-2.94
1469,CA-2023-000740,9/16/2023,9/17/2023,Same Day,CG-40163,Fred Hopkins,Home Office,United States,Cleveland,Ohio,76236,Central,TEC-PHO-38666,Technology,Phones,Apple iPhone SE (2nd Generation),2907.61,5,0.05,440.06
1470,CA-2023-000740,9/16/2023,9/17/2023,Same Day,CG-40163,Fred Hopkins,Home Office,United States,Cleveland,Ohio,28248,Central,FUR-FUR-27272,Furniture,Furnishings,Deflect-o Superior Image Shower Guard Locking Tabletop Display,116.02,1,0,13.54
1471,CA-2023-000741,3/15/2023,3/20/2023,Standard Class,CG-85244,Ken Black,Corporate,United States,Columbus,Georgia,96858,South,OFF-SUP-78784,Office Supplies,Supplies,Fiskars Folding Scissors,245.38,7,0.2,-55.67
1472,CA-2023-000742,12/9/2023,12/14/2023,Standard Class,CG-62990,Zuschuss Donatelli,Consumer,United States,Newark,New Jersey,37041,East,OFF-APP-27777,Office Supplies,Appliances,Cuisinart SM-50BC 5.5 Quart Stand Mixer,653.56,3,0.15,36.48
1473,CA-2023-000742,12/9/2023,12/14/2023,Standard Class,CG-62990,Zuschuss Donatelli,Consumer,United States,Newark,New Jersey,43815,East,FUR-BOO-10683,Furniture,Bookcases,O'Sullivan 5-Shelf Bookcase in Fawn Finish,1272.13,3,0.1,-90.23
1474,CA-2023-000743,3/5/2023,3/5/2023,Same Day,CG-50935,Irene Maddox,Home Office,United States,Shreveport,Louisiana,62120,South,FUR-CHA-82555,Furniture,Chairs,Safco PlanMaster High-Back Chair,2335.24,5,0,62.88
1475,CA-2023-000743,3/5/2023,3/5/2023,Same Day,CG-50935,Irene Maddox,Home Office,United States,Shreveport,Louisiana,68829,South,OFF-LAB-77394,Office Supplies,Labels,Avery Self-Adhesive Removable Labels,114.73,7,0.15,17.2
1476,CA-2023-000743,3/5/2023,3/5/2023,Same Day,CG-50935,Irene Maddox,Home Office,United States,Shreveport,Louisiana,29525,South,FUR-FUR-80149,Furniture,Furnishings,Eldon Expressions Desk Accessories Collection,107.17,2,0.15,-0.86
1477,CA-2023-000744,12/11/2023,12/15/2023,Second Class,CG-72244,Karen Ferguson,Corporate,United States,Minneapolis,Minnesota,59744,Central,TEC-MAC-10882,Technology,Machines,Hewlett-Packard LaserJet 3310 Copier,2845.59,3,0.05,99.05
1478,CA-2023-000745,7/4/2023,7/4/2023,Same Day,CG-71585,Alejandro Grove,Corporate,United States,Newark,New Jersey,65216,East,FUR-BOO-21222,Furniture,Bookcases,Bush Westfield Collection Bookcases,1736,5,0.35,-738.49
1479,CA-2023-000746,4/2/2023,4/2/2023,Same Day,CG-88307,Claire Gute,Home Office,United States,Dallas,Texas,59010,Central,OFF-APP-33245,Office Supplies,Appliances,Cuisinart SM-50BC 5.5 Quart Stand Mixer,173.43,1,0.15,-5.07
1480,CA-2023-000746,4/2/2023,4/2/2023,Same Day,CG-88307,Claire Gute,Home Office,United States,Dallas,Texas,93245,Central,FUR-BOO-12315,Furniture,Bookcases,Bush Westfield Collection Bookcases,449.46,2,0.25,-101.53
1481,CA-2023-000747,2/5/2023,2/10/2023,Standard Class,CG-59282,Darrin Van Huff,Corporate,United States,Pittsburgh,Pennsylvania,26194,East,OFF-SUP-68312,Office Supplies,Supplies,World War II Commemoration Comm.,38.93,1,0.15,-3.56
1482,CA-2023-000747,2/5/2023,2/10/2023,Standard Class,CG-59282,Darrin Van Huff,Corporate,United States,Pittsburgh,Pennsylvania,82410,East,OFF-STO-97827,Office Supplies,Storage,Iris 3-Drawer Cabinet,290.32,7,0.2,-16.11
1483,CA-2023-000748,12/26/2023,1/1/2024,Standard Class,CG-52312,Phillina Ober,Consumer,United States,Richmond,Virginia,76623,East,OFF-FAS-28263,Office Supplies,Fasteners,Avery Binding System Hidden Tab Executive Style Index Systems,81.07,5,0,23.42
1484,CA-2023-000748,12/26/2023,1/1/2024,Standard Class,CG-52312,Phillina Ober,Consumer,United States,Richmond,Virginia,50216,East,FUR-BOO-66221,Furniture,Bookcases,Bush Westfield Collection Bookcases,1942,5,0.15,-240.12
1485,CA-2023-000748,12/26/2023,1/1/2024,Standard Class,CG-52312,Phillina Ober,Consumer,United States,Richmond,Virginia,38273,East,TEC-ACC-68344,Technology,Accessories,Verbatim 25 GB 6x Blu-Ray Single Discs,768.22,6,0.1,122.73
1486,CA-2023-000749,5/13/2023,5/16/2023,First Class,CG-32074,Randall Shilling,Corporate,United States,Columbus,Ohio,36006,Central,FUR-BOO-36753,Furniture,Bookcases,Sauder Cornerstone Collection Bookcase,619.61,3,0.3,-161.46
1487,CA-2023-000749,5/13/2023,5/16/2023,First Class,CG-32074,Randall Shilling,Corporate,United States,Columbus,Ohio,86471,Central,FUR-FUR-50443,Furniture,Furnishings,Deflect-o Superior Image Shower Guard Locking Tabletop Display,843.54,7,0.05,64.7
1488,CA-2023-000750,9/22/2023,9/23/2023,Same Day,CG-46189,Sylvia Foulston,Corporate,United States,Hartford,Connecticut,18208,East,OFF-FAS-49372,Office Supplies,Fasteners,Avery Binding System Hidden Tab Executive Style Index Systems,14.79,1,0.2,2.23
1489,CA-2023-000751,4/30/2023,5/6/2023,Standard Class,CG-31931,Art Miller,Consumer,United States,Chicago,Illinois,69448,Central,FUR-BOO-18246,Furniture,Bookcases,Bush Westfield Collection Bookcases,1974.44,7,0.35,-843.22
1490,CA-2023-000751,4/30/2023,5/6/2023,Standard Class,CG-31931,Art Miller,Consumer,United States,Chicago,Illinois,94825,Central,TEC-MAC-71317,Technology,Machines,Hewlett-Packard LaserJet 3310 Copier,983.19,1,0.15,-106.03
1491,CA-2023-000751,4/30/2023,5/6/2023,Standard Class,CG-31931,Art Miller,Consumer,United States,Chicago,Illinois,88389,Central,TEC-MAC-97286,Technology,Machines,Ativa V4110MDD Shredder,8151.2,7,0.1,-487.99
1492,CA-2023-000752,5/7/2023,5/11/2023,Second Class,CG-18324,Sylvia Foulston,Corporate,United States,New York City,New York,54804,East,OFF-APP-91203,Office Supplies,Appliances,Cuisinart SM-50BC 5.5 Quart Stand Mixer,601.22,3,0.05,21.49
1493,CA-2023-000752,5/7/2023,5/11/2023,Second Class,CG-18324,Sylvia Foulston,Corporate,United States,New York City,New York,77312,East,OFF-SUP-30409,Office Supplies,Supplies,Belkin 6 Outlet Metallic Surge Strip,51.46,1,0.2,-8.9
1494,CA-2023-000752,5/7/2023,5/11/2023,Second Class,CG-18324,Sylvia Foulston,Corporate,United States,New York City,New York,50313,East,FUR-BOO-41157,Furniture,Bookcases,Atlantic Metals Mobile Heavy-Gauge Shelving Cart,1411.66,7,0.15,-151.62
1495,CA-2023-000753,4/7/2023,4/10/2023,First Class,CG-25642,Darrin Van Huff,Corporate,United States,Phoenix,Arizona,79435,West,FUR-FUR-55222,Furniture,Furnishings,Seth Thomas 6" Globe Clock,436.97,4,0.15,28.18
1496,CA-2023-000754,8/23/2023,8/26/2023,First Class,CG-42398,Phillina Ober,Consumer,United States,Aurora,Colorado,42904,West,OFF-FAS-45648,Office Supplies,Fasteners,Staples in Misc. Colors,49.62,6,0.1,12.13
1497,CA-2023-000755,5/8/2023,5/11/2023,First Class,CG-27683,Keith Dawkins,Corporate,United States,Henderson,Nevada,71149,West,FUR-FUR-70275,Furniture,Furnishings,Deflect-o Superior Image Shower Guard Locking Tabletop Display,228.44,2,0.1,18.44
1498,CA-2023-000755,5/8/2023,5/11/2023,First Class,CG-27683,Keith Dawkins,Corporate,United States,Henderson,Nevada,18140,West,OFF-PAP-50743,Office Supplies,Paper,Xerox 1967,265.3,7,0,59.71
1499,CA-2023-000755,5/8/2023,5/11/2023,First Class,CG-27683,Keith Dawkins,Corporate,United States,Henderson,Nevada,96473,West,OFF-STO-30618,Office Supplies,Storage,Storex Industrial Stacking Drawer/Organizer,193.4,4,0.15,-1.76
1500,CA-2023-000756,8/26/2023,8/26/2023,Same Day,CG-97030,Randall Shilling,Home Office,United States,San Antonio,Texas,45780,Central,FUR-FUR-66653,Furniture,Furnishings,Eldon Expressions Desk Accessories Collection,158.46,3,0.05,18.36
1501,CA-2023-000756,8/26/2023,8/26/2023,Same Day,CG-97030,Randall Shilling,Home Office,United States,San Antonio,Texas,79600,Central,FUR-TAB-97606,Furniture,Tables,Chromcraft Bull-Nose Wood 48"x 24" Rectangular Table,1337.42,3,0.25,-379.89
1502,CA-2023-000757,12/22/2023,12/24/2023,First Class,CG-58067,Harold Pawlan,Corporate,United States,Aurora,Illinois,27094,Central,TEC-PHO-20438,Technology,Phones,Cisco SPA 501G IP Phone,3934.67,7,0.05,394.37
1503,CA-2023-000758,1/29/2023,2/1/2023,First Class,CG-77929,Andrew Allen,Consumer,United States,Memphis,Tennessee,55218,South,OFF-BIN-13751,Office Supplies,Binders,Acco Pressboard Covers with Storage Hooks,144.99,3,0.1,-3.73
1504,CA-2023-000759,5/17/2023,5/17/2023,Same Day,CG-81500,Karen Ferguson,Corporate,United States,Albany,New York,30279,East,TEC-COP-33055,Technology,Copiers,Hewlett Packard LaserJet 1010,24489.49,6,0.05,6330.46
1505,CA-2023-000760,9/9/2023,9/12/2023,Second Class,CG-94131,Pete Kriz,Corporate,United States,Cincinnati,Ohio,27008,Central,TEC-PHO-30161,Technology,Phones,Samsung Galaxy Tab 4 (10.1"),2153.53,6,0.1,158.7
1506,CA-2023-000761,5/24/2023,5/28/2023,Second Class,CG-15963,Randall Shilling,Corporate,United States,Chicago,Illinois,17468,Central,OFF-APP-35374,Office Supplies,Appliances,Holmes Replacement Filter for Air Purifier,355.49,2,0.1,2.67
1507,CA-2023-000761,5/24/2023,5/28/2023,Second Class,CG-15963,Randall Shilling,Corporate,United States,Chicago,Illinois,32749,Central,OFF-STO-55856,Office Supplies,Storage,3M Hangers with Command Adhesive,363.13,5,0.15,4.24
1508,CA-2023-000761,5/24/2023,5/28/2023,Second Class,CG-15963,Randall Shilling,Corporate,United States,Chicago,Illinois,73180,Central,TEC-COP-73122,Technology,Copiers,Canon imageCLASS D320 Copier,25405.56,7,0,5680.37
1509,CA-2023-000762,3/11/2023,3/11/2023,Same Day,CG-38651,Zuschuss Donatelli,Home Office,United States,Denver,Colorado,38067,West,TEC-COP-55792,Technology,Copiers,Hewlett Packard LaserJet 1010,3750.89,1,0.15,599.41
1510,CA-2023-000763,5/5/2023,5/7/2023,First Class,CG-12776,Susan Vittorino,Home Office,United States,Greensboro,North Carolina,46146,South,FUR-FUR-49692,Furniture,Furnishings,Tensor "Midnight Black" Torchiere Floor Lamp,296.98,5,0.15,11.82
1511,CA-2023-000763,5/5/2023,5/7/2023,First Class,CG-12776,Susan Vittorino,Home Office,United States,Greensboro,North Carolina,85294,South,FUR-CHA-96496,Furniture,Chairs,Harbour Creations 67200 Series Stacking Chair,524.21,1,0.15,-38.78
1512,CA-2023-000763,5/5/2023,5/7/2023,First Class,CG-12776,Susan Vittorino,Home Office,United States,Greensboro,North Carolina,81696,South,FUR-BOO-40921,Furniture,Bookcases,Sauder Cornerstone Collection Bookcase,2527.32,6,0.25,-533.13
1513,CA-2023-000764,3/27/2023,3/29/2023,First Class,CG-53607,Sylvia Foulston,Corporate,United States,Los Angeles,California,99211,West,FUR-TAB-68522,Furniture,Tables,Bevis Steel Folding Table,4471.77,7,0.4,-2648.81
